Date of Demolition;Locality;District;Area;Housing Units;People left Homeless;Minors left Homeless;Type Of Sturcture
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;5;3;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;7;3;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;2;0;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;7;5;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;2;0;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;3;1;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;2;13;7;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;4;2;Residental
16/5/16;Jabal al-Baba;al-Quds;west-bank;1;6;2;Residental
16/5/16;Deir al-Ghusun;Tulkarm;west-bank;3;0;0;Non Resedential
10/5/16;al-Walajah;Bethlehem;west-bank;1;0;0;Residental
10/5/16;al-Walajah;Bethlehem;west-bank;1;0;0;Residental
2/5/16;Qalqiliyah;Qalqiliya;west-bank;3;0;0;Non Resedential
22/4/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;0;0;Residental
14/4/16;al-'Arrub R.C.;Hebron;west-bank;1;0;0;Non Resedential
12/4/16;al-Walajah;Bethlehem;west-bank;1;0;0;Residental
12/4/16;al-Walajah;Bethlehem;west-bank;1;7;4;Residental
12/4/16;Za'tara;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;3;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;8;4;Residental
7/4/16;Kh. Tana;Nablus;west-bank;0;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;5;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;7;3;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
7/4/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
7/4/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;7;3;Residental
7/4/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;13;9;Residental
7/4/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;0;0;Residental
7/4/16;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;0;0;Non Resedential
7/4/16;a-Za'ayem;al-Quds;west-bank;2;0;0;Non Resedential
7/4/16;Bir al-Maskub B;al-Quds;west-bank;1;3;0;Residental
7/4/16;Bir al-Maskub B;al-Quds;west-bank;1;3;1;Residental
7/4/16;Bir al-Maskub A;al-Quds;west-bank;1;15;9;Residental
7/4/16;Bir al-Maskub A;al-Quds;west-bank;1;6;4;Residental
7/4/16;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
7/4/16;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
5/4/16;Beit Sahur;Bethlehem;west-bank;1;0;0;Non Resedential
4/4/16;Surif;Hebron;west-bank;1;0;0;Residental
4/4/16;Wadi al-Qalt;Jericho;west-bank;2;9;7;Residental
4/4/16;Wadi al-Qalt;Jericho;west-bank;2;0;0;Non Resedential
4/4/16;Kh. al-Marajim;Nablus;west-bank;1;5;3;Residental
4/4/16;Kh. al-Marajim;Nablus;west-bank;1;0;0;Non Resedential
4/4/16;Kh. al-Marajim;Nablus;west-bank;1;4;0;Residental
4/4/16;Kh. al-Marajim;Nablus;west-bank;1;0;0;Non Resedential
29/3/16;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
29/3/16;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
29/3/16;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
29/3/16;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
29/3/16;Rammun;Ramallah and al-Bira;west-bank;1;7;5;Residental
29/3/16;Rammun;Ramallah and al-Bira;west-bank;1;7;0;Residental
29/3/16;Rammun;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
29/3/16;Rammun;Ramallah and al-Bira;west-bank;1;4;2;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;7;5;Residental
23/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;6;2;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
23/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;7;5;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;5;3;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;4;0;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;6;2;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;2;0;Residental
23/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;2;0;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
23/3/16;Kh. Tana;Nablus;west-bank;1;5;3;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;5;1;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;2;0;Residental
23/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
22/3/16;Kh. Jenbah;Hebron;west-bank;1;8;6;Residental
22/3/16;Kh. Jenbah;Hebron;west-bank;1;0;0;Non Resedential
17/3/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
17/3/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
17/3/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
17/3/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
17/3/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
17/3/16;Beita;Nablus;west-bank;1;0;0;Non Resedential
16/3/16;Qalandia;al-Quds;west-bank;5;0;0;Non Resedential
12/3/16;Bethlehem;Bethlehem;west-bank;1;0;0;Residental
7/3/16;Halhul;Hebron;west-bank;1;0;0;Non Resedential
3/3/16;Hizma;al-Quds;west-bank;2;0;0;Non Resedential
2/3/16;Wadi al-Qalt;Jericho;west-bank;1;3;1;Residental
2/3/16;Shweikah;Tulkarm;west-bank;1;0;0;Residental
2/3/16;Wadi al-Qalt;Jericho;west-bank;1;6;4;Residental
2/3/16;Wadi al-Qalt;Jericho;west-bank;1;0;0;Non Resedential
2/3/16;Wadi al-Qalt;Jericho;west-bank;1;7;5;Residental
2/3/16;Wadi al-Qalt;Jericho;west-bank;1;0;0;Non Resedential
2/3/16;Wadi al-Qalt;Jericho;west-bank;1;17;14;Residental
2/3/16;Wadi al-Qalt;Jericho;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Residental
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Residental
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Residental
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;6;4;Residental
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;3;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Residental
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Residental
2/3/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
29/2/16;al-Farisiyah;Tubas;west-bank;1;3;1;Residental
29/2/16;al-Farisiyah;Tubas;west-bank;1;5;1;Residental
29/2/16;al-Farisiyah;Tubas;west-bank;1;2;0;Residental
29/2/16;al-Farisiyah;Tubas;west-bank;2;0;0;Non Resedential
29/2/16;al-Farisiyah;Tubas;west-bank;1;9;4;Residental
29/2/16;al-Farisiyah;Tubas;west-bank;2;0;0;Non Resedential
25/2/16;Ni'lin;Ramallah and al-Bira;west-bank;4;0;0;Non Resedential
25/2/16;Ni'lin;Ramallah and al-Bira;west-bank;6;0;0;Non Resedential
25/2/16;Ni'lin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
21/2/16;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;2;13;9;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;2;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;11;8;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;3;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;4;2;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;4;2;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;9;7;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;2;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;4;0;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;2;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;8;5;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;2;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;4;2;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;0;0;Non Resedential
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;10;8;Residental
15/2/16;Kh.Um a-Rashash;Nablus;west-bank;1;0;0;Non Resedential
11/2/16;'Ein al-Beida;Tubas;west-bank;3;0;0;Non Resedential
11/2/16;Bardalah;Tubas;west-bank;2;0;0;Non Resedential
11/2/16;al-Farisiyah;Tubas;west-bank;1;3;1;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;1;3;0;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;1;0;0;Non Resedential
11/2/16;al-Farisiyah;Tubas;west-bank;1;5;1;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;1;0;0;Non Resedential
11/2/16;al-Farisiyah;Tubas;west-bank;1;2;0;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;2;2;0;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;3;0;0;Non Resedential
11/2/16;al-Farisiyah;Tubas;west-bank;1;5;3;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;1;0;0;Non Resedential
11/2/16;al-Farisiyah;Tubas;west-bank;1;7;5;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;1;9;4;Residental
11/2/16;al-Farisiyah;Tubas;west-bank;2;0;0;Non Resedential
11/2/16;al-Farisiyah;Tubas;west-bank;1;7;2;Residental
10/2/16;al-Mukasar;Tubas;west-bank;1;10;5;Residental
10/2/16;al-Mukasar;Tubas;west-bank;1;0;0;Non Resedential
10/2/16;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;0;0;Non Resedential
10/2/16;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;3;1;Residental
10/2/16;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;0;0;Non Resedential
10/2/16;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;9;5;Residental
10/2/16;Kh. 'Ein Karzaliyah;Jericho;west-bank;4;0;0;Non Resedential
10/2/16;Kh. 'Ein Karzaliyah;Jericho;west-bank;1;7;4;Residental
10/2/16;Kh. 'Ein Karzaliyah;Jericho;west-bank;2;0;0;Non Resedential
10/2/16;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
10/2/16;al-Jiftlik;Jericho;west-bank;1;8;4;Residental
10/2/16;al-Jiftlik;Jericho;west-bank;1;10;5;Residental
10/2/16;al-Jiftlik;Jericho;west-bank;1;13;10;Residental
10/2/16;Khallet al-Fouleh;Jericho;west-bank;1;0;0;Non Resedential
10/2/16;Khallet al-Fouleh;Jericho;west-bank;1;0;0;Non Resedential
10/2/16;Fasayil;Jericho;west-bank;1;5;3;Residental
10/2/16;Fasayil;Jericho;west-bank;2;0;0;Non Resedential
9/2/16;Kh. Tana;Nablus;west-bank;1;7;5;Residental
9/2/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
9/2/16;Kh. Tana;Nablus;west-bank;1;6;2;Residental
9/2/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
9/2/16;Kh. Tana;Nablus;west-bank;1;6;2;Residental
9/2/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
9/2/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
9/2/16;Kh. Tana;Nablus;west-bank;1;0;0;Non Resedential
9/2/16;Kh. Tana;Nablus;west-bank;1;7;2;Residental
9/2/16;Kh. Tana;Nablus;west-bank;2;0;0;Non Resedential
4/2/16;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
4/2/16;Bil'in;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
4/2/16;Bil'in;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
4/2/16;Beit Dajan;Nablus;west-bank;2;0;0;Non Resedential
4/2/16;al-Mukasar;Tubas;west-bank;1;0;0;Residental
4/2/16;al-Mukasar;Tubas;west-bank;5;0;0;Non Resedential
4/2/16;al-Mukasar;Tubas;west-bank;1;0;0;Residental
4/2/16;al-Mukasar;Tubas;west-bank;4;0;0;Non Resedential
2/2/16;Kh. al-Halawah;Hebron;west-bank;1;6;0;Residental
2/2/16;Kh. al-Halawah;Hebron;west-bank;1;5;3;Residental
2/2/16;Kh. al-Halawah;Hebron;west-bank;1;10;2;Residental
2/2/16;Kh. al-Halawah;Hebron;west-bank;1;4;2;Residental
2/2/16;Kh. al-Halawah;Hebron;west-bank;1;3;1;Residental
2/2/16;Kh. al-Halawah;Hebron;west-bank;1;11;7;Residental
2/2/16;Kh. al-Halawah;Hebron;west-bank;1;2;0;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;5;3;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;1;0;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;8;5;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;3;1;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;1;0;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;6;4;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;13;3;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;0;0;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;0;0;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;5;3;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;4;2;Residental
2/2/16;Kh. Jenbah;Hebron;west-bank;1;11;6;Residental
1/2/16;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;4;2;Residental
1/2/16;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;8;6;Residental
1/2/16;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
1/2/16;Deir 'Ammar;Ramallah and al-Bira;west-bank;1;5;3;Residental
27/1/16;Hizma;al-Quds;west-bank;1;24;17;Residental
21/1/16;Beit Ula;Hebron;west-bank;1;0;0;Non Resedential
21/1/16;Jabal al-Baba;al-Quds;west-bank;1;9;0;Residental
21/1/16;Jabal al-Baba;al-Quds;west-bank;1;2;0;Residental
21/1/16;Jabal al-Baba;al-Quds;west-bank;1;4;2;Residental
21/1/16;Jabal al-Baba;al-Quds;west-bank;1;2;0;Residental
21/1/16;Jabal al-Baba;al-Quds;west-bank;1;7;3;Residental
21/1/16;Jabal al-Baba;al-Quds;west-bank;1;3;2;Residental
20/1/16;Beit a-Rush a-Tahta;Hebron;west-bank;1;0;0;Residental
20/1/16;Badu al-Mashru';Jericho;west-bank;3;0;0;Residental
20/1/16;Kh. Lasefar;Hebron;west-bank;2;0;0;Non Resedential
20/1/16;Kh. Lasefar;Hebron;west-bank;2;0;0;Non Resedential
20/1/16;Kh. Susiya;Hebron;west-bank;2;8;6;Residental
18/1/16;Kharbatha al-Misbah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
18/1/16;Kharbatha al-Misbah;Ramallah and al-Bira;west-bank;1;2;1;Residental
18/1/16;Kharbatha al-Misbah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
18/1/16;al-Funduq;Qalqiliya;west-bank;1;0;0;Non Resedential
18/1/16;Jinsafut;Qalqiliya;west-bank;1;0;0;Non Resedential
14/1/16;Beit Ummar;Hebron;west-bank;1;0;0;Residental
14/1/16;a-Taybah;Ramallah and al-Bira;west-bank;1;7;3;Residental
14/1/16;a-Taybah;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
14/1/16;al-'Arrub R.C.;Hebron;west-bank;3;0;0;Non Resedential
14/1/16;Kh. 'Einun;Tubas;west-bank;2;0;0;Non Resedential
14/1/16;Kh. 'Einun;Tubas;west-bank;1;0;0;Non Resedential
14/1/16;Kh. 'Einun;Tubas;west-bank;1;0;0;Non Resedential
14/1/16;Kh. 'Einun;Tubas;west-bank;1;0;0;Non Resedential
14/1/16;Kh. 'Einun;Tubas;west-bank;1;0;0;Non Resedential
13/1/16;Kh. a-Rahwah;Hebron;west-bank;1;11;9;Residental
13/1/16;Kh. a-Rahwah;Hebron;west-bank;1;0;0;Non Resedential
13/1/16;a-Sawiyah;Nablus;west-bank;1;0;0;Non Resedential
10/1/16;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Residental
10/1/16;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Residental
10/1/16;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Residental
10/1/16;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Residental
10/1/16;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Residental
6/1/16;Abu a-Nuwar;al-Quds;west-bank;1;5;3;Residental
6/1/16;Abu a-Nuwar;al-Quds;west-bank;1;10;7;Residental
6/1/16;Abu a-Nuwar;al-Quds;west-bank;1;3;1;Residental
6/1/16;Abu a-Nuwar;al-Quds;west-bank;1;2;0;Residental
6/1/16;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Non Resedential
6/1/16;Abu a-Nuwar;al-Quds;west-bank;1;8;6;Residental
24/12/15;Kh. Um al-Jamal;Tubas;west-bank;1;12;5;Residental
8/12/15;'Izbat Shufah;Tulkarm;west-bank;1;0;0;Non Resedential
1/12/15;Hizma;al-Quds;west-bank;2;0;0;Non Resedential
28/11/15;al-Hadidiyah;Tubas;west-bank;2;0;0;Residental
26/11/15;Halhul;Hebron;west-bank;1;0;0;Non Resedential
26/11/15;al-Hadidiyah;Tubas;west-bank;1;4;0;Residental
26/11/15;al-Hadidiyah;Tubas;west-bank;1;0;0;Non Resedential
26/11/15;al-Hadidiyah;Tubas;west-bank;1;11;4;Residental
26/11/15;al-Hadidiyah;Tubas;west-bank;6;0;0;Non Resedential
26/11/15;al-Hadidiyah;Tubas;west-bank;2;0;0;Non Resedential
25/11/15;al-Hadidiyah;Tubas;west-bank;1;0;0;Non Resedential
16/11/15;Kh.Jurat al-Kheil;Hebron;west-bank;1;6;4;Residental
16/11/15;Kh.Jurat al-Kheil;Hebron;west-bank;1;2;0;Residental
12/11/15;Hebron;Hebron;west-bank;1;0;0;Non Resedential
12/11/15;Hebron;Hebron;west-bank;1;0;0;Non Resedential
12/11/15;Hebron;Hebron;west-bank;1;0;0;Non Resedential
10/11/15;Kh. al-Hafirah;Tubas;west-bank;1;0;0;Non Resedential
10/11/15;Kh. al-Hafirah;Tubas;west-bank;2;0;0;Non Resedential
10/11/15;Kh. al-Hafirah;Tubas;west-bank;1;0;0;Non Resedential
27/9/15;Kh. Humsah;Tubas;west-bank;3;0;0;Non Resedential
20/9/15;Hizma;al-Quds;west-bank;1;0;0;Non Resedential
20/9/15;Hizma;al-Quds;west-bank;3;0;0;Non Resedential
20/9/15;Hizma;al-Quds;west-bank;2;0;0;Non Resedential
3/9/15;a-Taybah;Ramallah and al-Bira;west-bank;4;0;0;Non Resedential
3/9/15;a-Taybah;Ramallah and al-Bira;west-bank;1;5;3;Residental
3/9/15;a-Taybah;Ramallah and al-Bira;west-bank;1;5;3;Residental
3/9/15;a-Taybah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;9;6;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;7;5;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;12;10;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;2;0;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;8;6;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;8;6;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;3;13;9;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;8;6;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;12;10;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;8;6;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;8;6;Residental
31/8/15;al-Khdeirat;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
26/8/15;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
26/8/15;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
26/8/15;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
26/8/15;al-'Eizariyah;al-Quds;west-bank;2;0;0;Non Resedential
26/8/15;al-'Eizariyah;al-Quds;west-bank;1;0;0;Non Resedential
20/8/15;Kh. 'Einun;Tubas;west-bank;2;4;2;Residental
20/8/15;Kh. 'Einun;Tubas;west-bank;1;7;5;Residental
20/8/15;Kh. 'Einun;Tubas;west-bank;1;0;0;Non Resedential
20/8/15;Kh. a-Deir;Tubas;west-bank;0;0;0;Residental
20/8/15;Kh. a-Deir;Tubas;west-bank;3;0;0;Non Resedential
20/8/15;Kh. Samrah;Tubas;west-bank;1;0;0;Non Resedential
18/8/15;Jericho;Jericho;west-bank;0;0;0;Residental
18/8/15;Jericho;Jericho;west-bank;1;0;0;Non Resedential
18/8/15;Fasayil;Jericho;west-bank;1;6;4;Residental
18/8/15;Fasayil;Jericho;west-bank;2;0;0;Non Resedential
18/8/15;Fasayil;Jericho;west-bank;1;5;3;Residental
18/8/15;Fasayil;Jericho;west-bank;3;0;0;Non Resedential
18/8/15;Fasayil;Jericho;west-bank;1;7;5;Residental
18/8/15;Fasayil;Jericho;west-bank;2;8;5;Residental
18/8/15;Fasayil;Jericho;west-bank;3;0;0;Non Resedential
18/8/15;Fasayil;Jericho;west-bank;1;6;4;Residental
18/8/15;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
18/8/15;Fasayil;Jericho;west-bank;1;3;1;Residental
18/8/15;Fasayil;Jericho;west-bank;1;3;1;Residental
18/8/15;Fasayil;Jericho;west-bank;2;0;0;Non Resedential
18/8/15;Fasayil;Jericho;west-bank;2;10;8;Residental
18/8/15;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
17/8/15;a-Sheikh 'Anbar (a-S'idi);al-Quds;west-bank;1;6;4;Residental
17/8/15;a-Sheikh 'Anbar (a-S'idi);al-Quds;west-bank;1;4;2;Residental
17/8/15;a-Sheikh 'Anbar (a-S'idi);al-Quds;west-bank;1;7;5;Residental
17/8/15;a-Sheikh 'Anbar (a-S'idi);al-Quds;west-bank;1;10;6;Residental
17/8/15;Wadi Esneisel;al-Quds;west-bank;1;8;6;Residental
17/8/15;Wadi Esneisel;al-Quds;west-bank;1;3;1;Residental
17/8/15;Wadi Esneisel;al-Quds;west-bank;1;5;3;Residental
17/8/15;Wadi Esneisel;al-Quds;west-bank;1;10;6;Residental
17/8/15;Wadi Esneisel;al-Quds;west-bank;0;0;0;Non Resedential
